#data counter step time
100 1 432 10.0
500 2 442 10.0
100 3 461 10.0
150 4 471 11.0
500 5 486 11.0
500 6 489 11.0
500 7 533 12.0
100 8 539 12.0
100 9 541 12.0
50 10 543 12.0
150 11 544 12.0
75 12 554 12.0
75 13 556 12.0
100 14 559 12.0
75 15 587 13.0
100 16 591 13.0
150 17 609 13.0
150 18 616 14.0
150 19 632 14.0
50 20 639 14.0
75 21 643 14.0
75 22 656 14.0
75 23 680 15.0
75 24 681 15.0
50 25 682 15.0
150 26 683 15.0
150 27 684 15.0
100 28 708 16.0
150 29 715 16.0
75 30 722 16.0
50 31 734 16.0
50 32 754 17.0
500 33 804 18.0
50 34 816 18.0
75 35 898 20.0
500 36 900 20.0
150 37 935 21.0
100 38 1006 23.0
50 39 1017 23.0
