#data counter step time
75 1 437 10.0
100 2 452 10.0
100 3 456 10.0
100 4 464 10.0
75 5 470 10.0
100 6 494 11.0
50 7 513 11.0
500 8 543 12.0
50 9 549 12.0
50 10 560 12.0
100 11 561 12.0
150 12 584 13.0
100 13 586 13.0
100 14 589 13.0
150 15 592 13.0
500 16 626 14.0
500 17 630 14.0
100 18 634 14.0
150 19 640 14.0
100 20 675 15.0
50 21 712 16.0
50 22 713 16.0
500 23 724 16.0
100 24 727 16.0
75 25 742 17.0
75 26 755 17.0
75 27 759 17.0
50 28 770 17.0
150 29 795 18.0
50 30 799 18.0
100 31 810 18.0
500 32 826 19.0
50 33 940 21.0
