#data counter step time
500 1 1592 61.0
100 2 1675 66.0
500 3 1889 79.0
500 4 1890 79.0
150 5 2003 84.0
150 6 2015 85.0
100 7 2033 86.0
150 8 2049 87.0
75 9 2076 89.0
100 10 2194 96.0
150 11 2259 100.0
100 12 2264 100.0
100 13 2293 102.0
75 14 2296 102.0
100 15 2331 104.0
100 16 2350 105.0
100 17 2358 105.0
500 18 2501 113.0
100 19 2504 113.0
50 20 2554 116.0
100 21 2574 117.0
100 22 2577 117.0
75 23 2586 117.0
50 24 2594 118.0
100 25 2598 118.0
100 26 2605 118.0
150 27 2640 120.0
50 28 2653 120.0
75 29 2682 121.0
150 30 2706 122.0
75 31 2717 123.0
100 32 2737 124.0
500 33 2762 125.0
500 34 2804 128.0
100 35 2812 128.0
500 36 2817 129.0
500 37 2843 130.0
100 38 2853 131.0
150 39 2854 131.0
50 40 2857 131.0
50 41 2881 132.0
100 42 2934 135.0
100 43 2935 135.0
150 44 2942 136.0
75 45 2954 136.0
75 46 2967 137.0
150 47 2982 138.0
150 48 2993 139.0
500 49 2996 139.0
100 50 2997 139.0
75 51 2999 139.0
75 52 3006 140.0
75 53 3025 141.0
100 54 3041 142.0
100 55 3064 144.0
150 56 3075 145.0
500 57 3102 147.0
75 58 3107 147.0
500 59 3125 149.0
75 60 3126 149.0
150 61 3138 150.0
500 62 3139 150.0
100 63 3150 151.0
100 64 3156 152.0
100 65 3167 153.0
150 66 3170 153.0
100 67 3205 156.0
100 68 3223 157.0
500 69 3231 158.0
50 70 3253 160.0
500 71 3270 162.0
50 72 3280 163.0
500 73 3295 165.0
100 74 3299 165.0
100 75 3301 165.0
500 76 3302 165.0
75 77 3303 165.0
100 78 3330 167.0
150 79 3336 168.0
150 80 3361 170.0
75 81 3373 171.0
100 82 3374 171.0
100 83 3389 172.0
500 84 3402 173.0
100 85 3419 174.0
100 86 3424 175.0
75 87 3426 175.0
100 88 3428 175.0
100 89 3431 175.0
75 90 3450 176.0
100 91 3451 176.0
500 92 3483 179.0
100 93 3499 180.0
150 94 3500 180.0
100 95 3533 182.0
500 96 3534 182.0
50 97 3562 183.0
50 98 3563 183.0
500 99 3572 183.0
150 100 3603 184.0
100 101 3605 184.0
100 102 3635 185.0
150 103 3692 188.0
50 104 3696 188.0
100 105 3699 188.0
50 106 3717 189.0
500 107 3726 189.0
50 108 3731 189.0
100 109 3736 189.0
100 110 3752 190.0
100 111 3761 190.0
150 112 3799 191.0
75 113 3818 192.0
500 114 3864 194.0
150 115 3865 194.0
100 116 3876 195.0
50 117 3889 197.0
100 118 3893 197.0
500 119 3906 200.0
500 120 3908 200.0
150 121 3918 201.0
100 122 3920 201.0
75 123 3926 202.0
50 124 3935 203.0
100 125 3947 204.0
100 126 3953 206.0
50 127 3961 208.0
50 128 3964 209.0
100 129 3965 209.0
100 130 3967 209.0
150 131 3972 210.0
50 132 3976 210.0
100 133 3983 211.0
100 134 3994 213.0
500 135 3995 213.0
500 136 4002 214.0
50 137 4009 215.0
100 138 4022 217.0
150 139 4024 217.0
500 140 4036 219.0
150 141 4038 220.0
150 142 4047 221.0
75 143 4064 223.0
500 144 4073 224.0
150 145 4080 226.0
75 146 4083 226.0
50 147 4085 226.0
100 148 4107 232.0
100 149 4110 233.0
100 150 4112 233.0
75 151 4114 233.0
100 152 4118 234.0
100 153 4121 235.0
150 154 4125 235.0
75 155 4139 239.0
75 156 4145 239.0
100 157 4159 241.0
100 158 4165 242.0
500 159 4170 244.0
500 160 4176 248.0
100 161 4181 250.0
500 162 4189 253.0
75 163 4199 259.0
100 164 4201 262.0
150 165 4208 265.0
500 166 4209 265.0
100 167 4211 266.0
50 168 4216 274.0
500 169 4218 275.0
150 170 4225 277.0
75 171 4226 277.0
100 172 4260 288.0
100 173 4270 293.0
500 174 4274 296.0
150 175 4276 297.0
50 176 4281 304.0
75 177 4284 308.0
150 178 4285 309.0
50 179 4292 322.0
100 180 4296 324.0
100 181 4297 324.0
100 182 4310 379.0
75 183 4317 393.0
100 184 4325 489.0
