#data counter
3808797.468354 1
4440169.427711 2
3570312.500000 3
4152342.767296 4
4047484.848485 5
3939961.656442 6
4567734.375000 7
2978484.848485 8
2725036.982249 9
2858435.430464 10
3137141.719745 11
3764955.621302 12
3981984.848485 13
4420167.197452 14
3574363.772455 15
3978234.848485 16
4202938.262195 17
4732375.776398 18
4937257.575758 19
4424130.271084 20
2829189.393939 21
3580738.993711 22
3583121.141975 23
3636014.705882 24
4640320.030120 25
3543266.871166 26
3783091.517857 27
3824808.593750 28
3791540.697674 29
4303504.601227 30
4736500.000000 31
3115000.000000 32
3093734.756098 33
3934276.729560 34
4369751.552795 35
4080175.159236 36
3578689.759036 37
3134753.086420 38
2814424.846626 39
3203575.949367 40
3866718.750000 41
3921722.560976 42
3973923.611111 43
3234920.520231 44
4158983.477011 45
4413512.269939 46
3585479.559748 47
4340442.708333 48
4297939.393939 49
3522458.584337 50
3685667.438272 51
2900956.554878 52
3975801.957831 53
3956924.846626 54
4557538.819876 55
4016350.000000 56
4121413.871951 57
2790077.639752 58
2267119.565217 59
3490484.375000 60
3240030.120482 61
3462668.711656 62
4177029.272152 63
4202776.162791 64
4461190.119760 65
3660869.565217 66
3820621.189024 67
3703113.772455 68
3934337.349398 69
4404107.142857 70
4142177.672956 71
4639602.623457 72
3609757.575758 73
4145887.096774 74
4603151.840491 75
3619104.938272 76
3593391.719745 77
3538911.042945 78
3517187.500000 79
4681430.147059 80
4195685.975610 81
4076714.843750 82
4650909.763314 83
4544839.743590 84
2876250.000000 85
2983176.751592 86
4344606.918239 87
3935253.067485 88
4506871.165644 89
3930260.736196 90
3171500.000000 91
3357035.928144 92
4140762.195122 93
4053746.093750 94
4563645.209581 95
3849307.909605 96
4455332.840237 97
2548121.212121 98
3620484.375000 99
3131841.114458 100
