#data counter
39155.701754 1
43437.500000 2
28777.777778 3
36805.555556 4
18947.610294 5
12309.523810 6
19176.879085 7
19205.729167 8
35080.729167 9
26489.583333 10
33522.727273 11
37488.839286 12
38726.562500 13
29416.666667 14
20208.333333 15
30730.263158 16
16431.818182 17
15795.454545 18
34779.761905 19
26955.729167 20
44011.363636 21
30089.869281 22
17777.777778 23
21250.000000 24
24136.029412 25
793.269231 26
43670.454545 27
29705.882353 28
21559.523810 29
35032.894737 30
23636.695906 31
38497.395833 32
19002.757353 33
28895.833333 34
35934.065934 35
36070.261438 36
11914.062500 37
33720.238095 38
11470.238095 39
29505.952381 40
34928.571429 41
10193.014706 42
491.071429 43
28380.952381 44
23447.802198 45
39519.230769 46
37730.800654 47
32032.894737 48
25225.183824 49
32845.982143 50
37708.333333 51
45714.285714 52
22269.736842 53
31891.025641 54
32486.263736 55
22061.688312 56
14222.756410 57
18956.290850 58
38276.515152 59
1093.750000 60
32955.729167 61
34185.606061 62
24397.467320 63
33042.279412 64
30882.352941 65
45822.916667 66
1250.000000 67
30555.555556 68
29148.809524 69
24391.025641 70
17750.000000 71
22390.109890 72
47562.500000 73
15284.090909 74
21648.809524 75
33715.277778 76
31233.974359 77
26462.418301 78
41920.454545 79
19539.062500 80
35000.000000 81
1857.142857 82
1306.818182 83
12577.380952 84
23310.439560 85
18809.742647 86
37636.363636 87
21741.071429 88
10390.625000 89
34660.714286 90
21351.190476 91
30453.296703 92
14519.230769 93
10303.308824 94
354.166667 95
22232.142857 96
25489.583333 97
12482.142857 98
37562.500000 99
30521.978022 100
