#data counter
26625 1
27825 2
28000 3
29650 4
26075 5
27475 6
31850 7
25675 8
27800 9
31350 10
28050 11
32100 12
27800 13
25975 14
28250 15
24575 16
31925 17
29450 18
26050 19
31675 20
30750 21
25700 22
28400 23
28250 24
27925 25
31550 26
30125 27
30325 28
30150 29
30600 30
29825 31
32675 32
31250 33
29000 34
29150 35
30925 36
25975 37
30950 38
30900 39
29550 40
31475 41
25425 42
29700 43
29625 44
25800 45
27450 46
27725 47
27050 48
29950 49
27650 50
27200 51
32250 52
29550 53
29825 54
29800 55
29150 56
28550 57
28725 58
31325 59
30800 60
26375 61
30700 62
29775 63
30000 64
26375 65
29000 66
30800 67
28375 68
32525 69
30725 70
27650 71
30250 72
33350 73
30250 74
28350 75
30275 76
29800 77
33675 78
28750 79
30575 80
29325 81
26525 82
32250 83
25650 84
27975 85
32925 86
27450 87
30400 88
30525 89
30900 90
27100 91
29900 92
30075 93
24450 94
32325 95
26725 96
26975 97
31775 98
33050 99
28350 100
