#data counter
8 1
8 2
7 3
3 4
5 5
8 6
7 7
6 8
7 9
4 10
5 11
6 12
12 13
10 14
7 15
5 16
3 17
6 18
6 19
6 20
8 21
8 22
3 23
3 24
7 25
5 26
5 27
6 28
3 29
8 30
5 31
3 32
3 33
5 34
9 35
3 36
7 37
4 38
3 39
5 40
1 41
6 42
7 43
1 44
4 45
4 46
6 47
5 48
5 49
5 50
4 51
6 52
6 53
7 54
7 55
4 56
6 57
4 58
7 59
6 60
6 61
11 62
7 63
4 64
7 65
6 66
4 67
8 68
5 69
10 70
4 71
4 72
6 73
7 74
7 75
3 76
6 77
5 78
10 79
4 80
6 81
7 82
4 83
12 84
6 85
2 86
7 87
4 88
4 89
2 90
4 91
5 92
4 93
10 94
10 95
4 96
7 97
5 98
5 99
4 100
