#data counter
4150 1
2025 2
1850 3
2250 4
2450 5
1675 6
2375 7
2425 8
3025 9
2850 10
2400 11
1525 12
5325 13
2600 14
2300 15
4150 16
1350 17
1500 18
4525 19
2775 20
3100 21
3400 22
2375 23
2250 24
3075 25
1125 26
2625 27
3450 28
2150 29
3775 30
3075 31
4575 32
2475 33
1825 34
3000 35
3700 36
1825 37
3125 38
1975 39
2650 40
3075 41
2100 42
650 43
2675 44
2050 45
2825 46
4225 47
4050 48
2925 49
1675 50
4275 51
3750 52
3250 53
2525 54
2400 55
3200 56
1500 57
2375 58
2150 59
750 60
3175 61
2350 62
3025 63
3125 64
3300 65
3750 66
800 67
1750 68
2650 69
2025 70
1300 71
2150 72
2475 73
1475 74
2150 75
1625 76
2550 77
2750 78
3175 79
2375 80
1575 81
1275 82
1125 83
1700 84
2000 85
2425 86
3650 87
1250 88
2125 89
3075 90
3400 91
2600 92
1525 93
2075 94
475 95
1175 96
2950 97
1650 98
2225 99
2550 100
