#data counter
16792.627004 1
26444.143388 2
23447.324876 3
18010.440264 4
18626.537238 5
20829.472505 6
22348.359674 7
26602.769249 8
19910.248346 9
18055.167272 10
16176.604766 11
28521.392617 12
26678.439597 13
21918.402778 14
23568.711218 15
23052.546046 16
25492.132233 17
26977.873297 18
26035.947712 19
26787.658576 20
30179.204661 21
21754.048902 22
19232.924194 23
21845.995247 24
23707.883639 25
21918.381512 26
20881.001960 27
22752.262693 28
19139.850024 29
22835.668103 30
27545.802316 31
24035.388128 32
22457.229581 33
23105.939200 34
25427.383074 35
24151.221264 36
21594.228927 37
28035.001970 38
22842.701937 39
25619.818200 40
17349.911373 41
24094.266651 42
22843.352253 43
24764.565981 44
21681.096197 45
18962.699945 46
24093.669562 47
25995.673607 48
25227.242376 49
21490.910378 50
23642.669035 51
23466.578995 52
22660.958904 53
19089.624724 54
24021.764111 55
21173.289183 56
17916.420642 57
26071.819521 58
25102.887341 59
23694.166062 60
23808.755760 61
23260.459159 62
23293.238709 63
25087.919463 64
20037.198866 65
24020.309051 66
21130.762411 67
25914.032567 68
18439.622665 69
25186.259435 70
23184.234990 71
19277.492669 72
17332.059070 73
21534.598805 74
26120.504053 75
21088.256362 76
23121.643870 77
21245.748685 78
24971.031865 79
22387.594800 80
24094.224811 81
25215.152878 82
23314.843481 83
19229.218737 84
22694.644544 85
24790.901111 86
24956.542277 87
26767.337808 88
17816.032888 89
20013.256374 90
29368.678970 91
23157.147989 92
19400.596363 93
27252.454502 94
20610.722329 95
27087.468983 96
20048.352622 97
16875.582425 98
23293.696446 99
22265.114379 100
