#data counter
831687.500000 1
1429358.108108 2
781428.571429 3
1079940.476190 4
704214.285714 5
1613828.125000 6
1250480.769231 7
909252.717391 8
1078689.024390 9
1088110.119048 10
1074779.411765 11
1111484.375000 12
844305.555556 13
645608.552632 14
1042040.816327 15
1132276.785714 16
1234935.897436 17
617272.727273 18
661250.000000 19
1372445.652174 20
1177393.617021 21
587529.069767 22
1079937.500000 23
735213.815789 24
593947.368421 25
873857.142857 26
1125464.285714 27
818524.305556 28
899230.769231 29
881493.902439 30
1163940.972222 31
1125901.162791 32
776562.500000 33
1033290.816327 34
823068.181818 35
485224.358974 36
1337336.956522 37
856480.978261 38
1172307.692308 39
912420.212766 40
986109.375000 41
1005361.111111 42
612437.500000 43
485964.285714 44
1023108.974359 45
488628.048780 46
792530.487805 47
879047.619048 48
1288944.444444 49
976858.974359 50
947196.969697 51
187968.750000 52
352083.333333 53
891524.390244 54
1325319.767442 55
498108.108108 56
1260274.390244 57
351268.382353 58
891250.000000 59
876046.511628 60
982469.512195 61
905380.434783 62
638397.435897 63
743687.500000 64
783277.777778 65
498680.555556 66
1066209.239130 67
843243.243243 68
1001363.636364 69
1385975.609756 70
858107.638889 71
929500.000000 72
870542.763158 73
1151197.916667 74
1002428.977273 75
1020230.978261 76
1170050.000000 77
514390.243902 78
900502.717391 79
503110.465116 80
996097.560976 81
1279361.111111 82
720967.741935 83
604913.793103 84
865975.609756 85
1135449.218750 86
934111.111111 87
1008687.500000 88
1262260.638298 89
894558.823529 90
988068.181818 91
1453866.279070 92
503993.902439 93
914474.431818 94
486189.024390 95
721796.875000 96
755255.102041 97
636324.404762 98
1745324.519231 99
879647.435897 100
