#data counter step time
150 1 501 10.0
100 2 522 10.0
100 3 523 10.0
50 4 524 10.0
100 5 536 10.0
100 6 539 10.0
150 7 542 10.0
50 8 582 11.0
50 9 586 11.0
75 10 592 11.0
75 11 640 12.0
100 12 644 12.0
500 13 660 13.0
500 14 698 13.0
50 15 704 13.0
100 16 707 13.0
500 17 713 13.0
150 18 734 14.0
500 19 745 14.0
100 20 760 14.0
500 21 762 14.0
50 22 821 15.0
100 23 848 16.0
150 24 876 16.0
500 25 877 16.0
500 26 881 16.0
50 27 882 16.0
150 28 890 16.0
100 29 899 17.0
100 30 940 17.0
150 31 998 18.0
