#data counter
14772.727273 1
477500.000000 2
168625.000000 3
517148.437500 4
238750.000000 5
179861.111111 6
8671.875000 7
275000.000000 8
278269.230769 9
309750.000000 10
548092.105263 11
181666.666667 12
369583.333333 13
283173.076923 14
275673.076923 15
153750.000000 16
311527.777778 17
516562.500000 18
303973.214286 19
533676.470588 20
307573.529412 21
158541.666667 22
152500.000000 23
386093.750000 24
382656.250000 25
289519.230769 26
470250.000000 27
13080.357143 28
371000.000000 29
518076.923077 30
