#data counter step time
75 1 1641 84.0
150 2 1693 88.0
500 3 1759 93.0
150 4 1773 96.0
75 5 1783 96.0
100 6 1858 103.0
100 7 1941 113.0
100 8 1951 114.0
150 9 2010 118.0
50 10 2016 118.0
50 11 2032 119.0
75 12 2055 120.0
500 13 2063 120.0
100 14 2079 121.0
50 15 2132 123.0
150 16 2134 123.0
50 17 2164 125.0
100 18 2191 127.0
100 19 2232 128.0
150 20 2256 130.0
150 21 2259 130.0
75 22 2291 132.0
100 23 2294 132.0
75 24 2330 136.0
75 25 2350 137.0
500 26 2376 139.0
100 27 2390 140.0
100 28 2433 143.0
50 29 2441 144.0
150 30 2493 147.0
50 31 2495 147.0
500 32 2519 149.0
100 33 2531 150.0
100 34 2532 150.0
500 35 2569 152.0
75 36 2575 153.0
50 37 2589 154.0
100 38 2601 155.0
500 39 2612 156.0
50 40 2614 156.0
50 41 2619 156.0
100 42 2624 157.0
100 43 2628 157.0
75 44 2644 159.0
500 45 2648 160.0
100 46 2664 162.0
500 47 2678 163.0
50 48 2695 165.0
150 49 2696 165.0
75 50 2724 168.0
75 51 2727 168.0
50 52 2738 168.0
100 53 2742 169.0
75 54 2764 171.0
100 55 2770 171.0
500 56 2775 172.0
75 57 2781 172.0
75 58 2790 173.0
150 59 2813 175.0
150 60 2821 176.0
100 61 2828 176.0
75 62 2853 179.0
75 63 2860 179.0
150 64 2881 182.0
100 65 2900 183.0
150 66 2904 184.0
75 67 2908 184.0
100 68 2915 185.0
50 69 2918 185.0
100 70 2927 186.0
50 71 2935 187.0
100 72 2947 187.0
150 73 2949 188.0
150 74 2954 188.0
500 75 2967 188.0
150 76 2985 190.0
150 77 2988 190.0
100 78 2997 190.0
100 79 3003 191.0
50 80 3004 191.0
100 81 3007 191.0
50 82 3017 191.0
75 83 3025 192.0
100 84 3043 193.0
75 85 3055 194.0
50 86 3059 194.0
500 87 3086 196.0
100 88 3103 197.0
150 89 3124 198.0
100 90 3135 199.0
500 91 3150 200.0
100 92 3158 200.0
100 93 3174 201.0
100 94 3187 202.0
150 95 3206 203.0
100 96 3209 203.0
75 97 3215 204.0
100 98 3218 204.0
150 99 3232 206.0
150 100 3244 207.0
100 101 3247 208.0
500 102 3250 208.0
150 103 3267 212.0
100 104 3273 213.0
75 105 3281 215.0
50 106 3282 215.0
150 107 3287 218.0
150 108 3303 221.0
150 109 3308 222.0
75 110 3316 223.0
100 111 3334 227.0
100 112 3339 230.0
100 113 3343 233.0
75 114 3346 235.0
100 115 3347 235.0
150 116 3350 236.0
75 117 3358 239.0
100 118 3364 240.0
100 119 3370 242.0
100 120 3374 243.0
75 121 3388 245.0
150 122 3405 252.0
75 123 3409 254.0
75 124 3426 260.0
50 125 3443 269.0
50 126 3447 270.0
50 127 3449 271.0
50 128 3456 274.0
50 129 3461 281.0
150 130 3464 284.0
100 131 3467 285.0
50 132 3472 291.0
100 133 3480 294.0
75 134 3490 308.0
75 135 3511 314.0
100 136 3537 344.0
100 137 3542 350.0
100 138 3548 359.0
100 139 3551 364.0
150 140 3575 440.0
100 141 3581 460.0
150 142 3590 474.0
100 143 3599 561.0
