#data counter
2535686.677632 1
3913733.221477 2
3446756.756757 3
2557482.517483 4
2831233.660131 5
2666172.480620 6
3218163.793103 7
3857401.541096 8
2906896.258503 9
2636054.421769 10
2200018.248175 11
4249687.500000 12
3975087.500000 13
3156250.000000 14
3346756.993007 15
3273461.538462 16
3772835.570470 17
4235526.107595 18
3514852.941176 19
3777059.859155 20
4225088.652482 21
3110828.993056 22
2750308.159722 23
3189515.306122 24
3508766.778523 25
3419267.515924 26
3257436.305732 27
3412839.403974 28
2775278.253425 29
3288336.206897 30
