#data counter step time
150 1 458 10.0
75 2 459 10.0
500 3 460 10.0
500 4 465 10.0
500 5 479 10.0
100 6 480 10.0
100 7 500 11.0
100 8 510 11.0
50 9 515 11.0
100 10 551 12.0
50 11 553 12.0
100 12 560 12.0
75 13 561 12.0
50 14 573 12.0
75 15 610 13.0
100 16 619 13.0
75 17 622 13.0
50 18 654 14.0
100 19 662 14.0
100 20 663 14.0
100 21 681 15.0
75 22 690 15.0
150 23 693 15.0
100 24 709 15.0
100 25 715 15.0
150 26 723 15.0
150 27 737 16.0
50 28 748 16.0
150 29 753 16.0
75 30 769 16.0
150 31 807 17.0
150 32 814 17.0
100 33 870 18.0
75 34 874 18.0
100 35 900 19.0
100 36 905 19.0
100 37 911 19.0
