#data counter
158.054488 1
133.440628 2
163.839007 3
146.459401 4
164.728917 5
156.494238 6
163.591919 7
162.750919 8
159.352888 9
161.156707 10
149.878067 11
146.434943 12
154.937682 13
156.630998 14
143.820968 15
146.497729 16
161.894152 17
148.682893 18
166.846567 19
149.174950 20
165.757741 21
153.122261 22
146.972465 23
173.673953 24
136.037149 25
167.114452 26
148.524674 27
155.278234 28
158.840459 29
173.051805 30
