#data counter step time
75 1 435 10.0
75 2 450 10.0
50 3 484 11.0
50 4 485 11.0
50 5 495 11.0
500 6 501 11.0
75 7 504 11.0
50 8 513 12.0
150 9 525 12.0
100 10 532 12.0
150 11 540 12.0
100 12 543 12.0
500 13 563 13.0
500 14 569 13.0
500 15 579 13.0
50 16 616 14.0
50 17 623 14.0
100 18 636 14.0
500 19 665 15.0
50 20 680 15.0
75 21 714 16.0
500 22 717 16.0
100 23 720 16.0
100 24 742 17.0
75 25 755 17.0
100 26 759 17.0
50 27 764 17.0
150 28 781 17.0
50 29 807 18.0
50 30 808 18.0
50 31 815 18.0
50 32 822 18.0
50 33 823 18.0
100 34 850 19.0
75 35 862 19.0
500 36 883 20.0
100 37 887 20.0
75 38 988 22.0
50 39 1048 23.0
