#data counter
1450 1
1475 2
2950 3
1850 4
1125 5
3125 6
2425 7
1225 8
1475 9
3050 10
2850 11
1725 12
975 13
1625 14
1525 15
1800 16
2100 17
1750 18
2550 19
625 20
900 21
2150 22
2000 23
2650 24
1500 25
1950 26
925 27
1925 28
2125 29
1050 30
1400 31
1725 32
2575 33
2300 34
1175 35
2625 36
1350 37
1200 38
2300 39
2825 40
2900 41
1175 42
3750 43
1200 44
1525 45
1950 46
1400 47
2475 48
1125 49
2975 50
1775 51
1575 52
1575 53
3425 54
1100 55
2100 56
2575 57
925 58
2600 59
1175 60
1800 61
1550 62
3075 63
1450 64
2750 65
1275 66
1225 67
2025 68
2925 69
3075 70
925 71
2575 72
1150 73
1425 74
725 75
1750 76
2225 77
3100 78
1950 79
3200 80
2325 81
1050 82
2625 83
1650 84
2075 85
1225 86
1950 87
2925 88
1925 89
1050 90
1600 91
2900 92
425 93
2275 94
3075 95
4450 96
2650 97
2350 98
2650 99
2400 100
