#data counter
128.582302 1
155.881709 2
154.255414 3
82.722117 4
138.067013 5
133.561932 6
180.017360 7
138.577987 8
164.795236 9
186.706278 10
180.143103 11
156.580207 12
135.496287 13
139.375777 14
128.496614 15
180.152247 16
176.771083 17
153.937186 18
138.212685 19
158.619233 20
150.468020 21
138.212685 22
145.112967 23
141.513851 24
157.307031 25
175.703713 26
113.764264 27
179.828087 28
100.198216 29
100.566577 30
142.149416 31
127.415682 32
159.311808 33
156.563333 34
133.978547 35
165.207279 36
174.521739 37
151.713670 38
167.840608 39
106.886534 40
147.477679 41
125.312110 42
162.575198 43
170.865350 44
129.965201 45
137.406921 46
180.884643 47
133.350928 48
180.417350 49
172.496762 50
192.275173 51
190.020932 52
159.726477 53
141.943743 54
185.001831 55
174.131660 56
155.707968 57
168.517992 58
152.650337 59
137.852232 60
168.164401 61
118.159459 62
158.024678 63
165.075740 64
173.169873 65
152.592708 66
144.999223 67
97.936117 68
185.590019 69
156.983051 70
151.732420 71
154.769639 72
173.570166 73
155.012082 74
128.712498 75
166.158316 76
175.254209 77
109.698360 78
168.292837 79
128.022595 80
170.338344 81
170.865350 82
122.502740 83
181.944657 84
156.002853 85
165.972654 86
125.701557 87
167.783274 88
163.525369 89
177.913466 90
128.012480 91
138.449823 92
163.223187 93
181.503877 94
140.058567 95
189.878531 96
129.575007 97
118.725501 98
187.862840 99
149.426456 100
