#data counter
595202.702703 1
850468.750000 2
737636.718750 3
177916.666667 4
590937.500000 5
624357.638889 6
1134218.750000 7
710542.763158 8
977668.918919 9
1254932.432432 10
1070900.735294 11
858107.638889 12
624214.285714 13
738173.076923 14
610921.052632 15
1103464.285714 16
1093680.555556 17
876776.315789 18
611287.878788 19
1006402.439024 20
882984.375000 21
611287.878788 22
715964.285714 23
560732.758621 24
791856.060606 25
1204000.000000 26
504750.000000 27
1261187.500000 28
351388.888889 29
333750.000000 30
727432.432432 31
649390.243902 32
862928.571429 33
1103043.478261 34
771860.795455 35
1091737.804878 36
1066024.305556 37
874647.435897 38
760602.678571 39
342741.935484 40
717738.970588 41
486796.875000 42
1136519.886364 43
1080213.815789 44
608074.324324 45
774107.142857 46
1014296.875000 47
640168.918919 48
1106714.285714 49
1338980.978261 50
1293940.972222 51
1155454.545455 52
816401.515152 53
745476.973684 54
958318.965517 55
1121907.894737 56
703104.166667 57
993940.972222 58
885480.769231 59
874148.936170 60
989774.305556 61
656197.916667 62
998871.951220 63
817500.000000 64
1199512.195122 65
838243.243243 66
756891.891892 67
354884.868421 68
1102196.969697 69
714666.666667 70
1013000.000000 71
862331.081081 72
1174937.500000 73
985178.571429 74
646109.375000 75
1214777.777778 76
1412845.744681 77
324910.714286 78
962964.285714 79
491693.548387 80
957500.000000 81
1080213.815789 82
630290.697674 83
1423465.909091 84
997812.500000 85
991689.189189 86
616234.375000 87
1041595.394737 88
909178.571429 89
1266128.048780 90
655487.804878 91
728397.435897 92
852537.878788 93
1251858.974359 94
529642.857143 95
1694531.250000 96
587638.888889 97
662500.000000 98
1164650.735294 99
803817.567568 100
