#data counter
155.054645 1
157.571429 2
142.134831 3
166.715976 4
159.478022 5
157.428571 6
168.571429 7
144.808743 8
157.183908 9
157.584270 10
169.943820 11
149.184783 12
163.750000 13
176.123596 14
162.931034 15
184.375000 16
171.038251 17
170.277778 18
165.198864 19
151.300578 20
146.927374 21
176.123596 22
152.150538 23
174.127907 24
178.370787 25
175.552486 26
159.375000 27
170.882353 28
172.297297 29
165.223464 30
166.805556 31
193.548387 32
164.327485 33
146.732955 34
179.864865 35
174.428571 36
180.196629 37
146.207865 38
170.454545 39
178.825137 40
147.580645 41
141.850829 42
167.937853 43
164.760638 44
157.262570 45
159.677419 46
181.791908 47
172.638889 48
162.295082 49
146.891892 50
151.805556 51
153.983516 52
184.604520 53
165.796703 54
169.972067 55
165.589888 56
163.950276 57
162.638889 58
157.183908 59
180.539773 60
175.000000 61
160.277778 62
167.403315 63
150.862069 64
157.320442 65
145.684524 66
183.659218 67
151.104972 68
168.918919 69
175.418994 70
165.571429 71
172.950820 72
170.903955 73
175.140449 74
153.792135 75
164.857143 76
166.061453 77
174.011299 78
156.714286 79
157.829670 80
153.260870 81
172.664835 82
156.034483 83
167.794118 84
159.861111 85
148.837209 86
163.108108 87
140.677966 88
152.609890 89
173.437500 90
157.428571 91
170.084270 92
154.508197 93
170.157068 94
155.163043 95
170.054945 96
156.491713 97
149.005682 98
147.443182 99
162.787356 100
