#data counter
900 1
1325 2
1000 3
2675 4
100 5
1000 6
1600 7
950 8
1075 9
1475 10
2375 11
1250 12
800 13
1025 14
1625 15
750 16
1150 17
1325 18
1450 19
1650 20
375 21
1400 22
800 23
1800 24
1850 25
525 26
700 27
600 28
350 29
1400 30
375 31
250 32
1550 33
775 34
825 35
1275 36
1175 37
2600 38
950 39
175 40
850 41
875 42
1325 43
450 44
1600 45
975 46
2325 47
400 48
475 49
650 50
750 51
550 52
1450 53
650 54
1050 55
1350 56
1125 57
900 58
2325 59
1325 60
1200 61
900 62
1650 63
1725 64
725 65
950 66
650 67
975 68
900 69
875 70
1650 71
400 72
1450 73
1200 74
2425 75
1175 76
775 77
350 78
550 79
875 80
400 81
1075 82
1350 83
2575 84
1325 85
1150 86
475 87
550 88
950 89
1100 90
700 91
875 92
575 93
1425 94
1525 95
1475 96
1375 97
1875 98
1275 99
1350 100
