#data counter
157954.545455 1
176710.526316 2
525000.000000 3
652333.333333 4
497794.117647 5
312812.500000 6
438161.764706 7
140000.000000 8
634342.105263 9
346071.428571 10
341812.500000 11
130454.545455 12
388398.437500 13
272343.750000 14
14705.882353 15
766666.666667 16
432840.909091 17
276818.181818 18
399821.428571 19
18214.285714 20
515073.529412 21
282723.214286 22
280062.500000 23
503161.764706 24
279322.916667 25
168258.928571 26
426323.529412 27
178750.000000 28
261818.181818 29
304000.000000 30
295000.000000 31
14318.181818 32
629843.750000 33
491083.333333 34
335555.555556 35
289843.750000 36
293571.428571 37
154204.545455 38
148750.000000 39
395583.333333 40
359000.000000 41
291730.769231 42
416826.923077 43
137500.000000 44
261818.181818 45
163750.000000 46
408083.333333 47
391833.333333 48
275156.250000 49
152916.666667 50
294821.428571 51
160416.666667 52
292656.250000 53
438500.000000 54
424000.000000 55
301833.333333 56
516500.000000 57
301822.916667 58
416052.631579 59
290580.357143 60
381730.769231 61
341000.000000 62
269318.181818 63
166835.937500 64
398072.916667 65
447500.000000 66
158583.333333 67
161250.000000 68
157638.888889 69
174843.750000 70
286523.437500 71
492692.307692 72
16406.250000 73
542500.000000 74
308392.857143 75
411838.235294 76
8942.307692 77
322343.750000 78
671842.105263 79
407916.666667 80
274772.727273 81
427840.909091 82
413083.333333 83
156523.437500 84
266818.181818 85
426750.000000 86
414312.500000 87
606006.944444 88
170576.923077 89
537812.500000 90
173088.235294 91
605585.937500 92
373750.000000 93
106666.666667 94
166250.000000 95
286666.666667 96
274305.555556 97
430625.000000 98
422750.000000 99
299843.750000 100
