#data counter step time
50 1 443 10.0
150 2 452 10.0
100 3 462 10.0
50 4 465 10.0
100 5 472 10.0
500 6 478 10.0
100 7 481 10.0
100 8 484 10.0
50 9 501 11.0
75 10 512 11.0
150 11 515 11.0
75 12 521 11.0
150 13 543 12.0
100 14 558 12.0
75 15 561 12.0
500 16 562 12.0
150 17 567 12.0
50 18 568 12.0
150 19 574 12.0
100 20 595 13.0
100 21 605 13.0
500 22 615 13.0
500 23 620 13.0
100 24 654 14.0
100 25 656 14.0
75 26 659 14.0
100 27 662 14.0
75 28 667 14.0
75 29 671 14.0
100 30 708 15.0
75 31 713 15.0
50 32 714 15.0
50 33 718 15.0
150 34 722 15.0
75 35 776 16.0
75 36 785 16.0
75 37 826 17.0
500 38 862 18.0
100 39 927 20.0
