#data counter step time
100 1 447 10.0
50 2 451 10.0
500 3 452 10.0
150 4 453 10.0
50 5 460 10.0
100 6 492 11.0
75 7 494 11.0
100 8 495 11.0
150 9 496 11.0
150 10 500 11.0
500 11 501 11.0
50 12 504 11.0
100 13 528 12.0
75 14 535 12.0
100 15 544 12.0
100 16 545 12.0
500 17 574 13.0
100 18 576 13.0
100 19 579 13.0
150 20 624 14.0
500 21 632 14.0
100 22 655 15.0
150 23 664 15.0
500 24 666 15.0
100 25 677 15.0
100 26 719 16.0
50 27 740 17.0
100 28 761 17.0
100 29 773 17.0
100 30 774 17.0
50 31 845 19.0
100 32 855 19.0
75 33 856 19.0
500 34 858 19.0
75 35 881 20.0
75 36 900 20.0
