#data counter step time
75 1 1561 72.0
50 2 1569 73.0
150 3 1785 86.0
100 4 1850 90.0
500 5 1860 90.0
100 6 1872 91.0
500 7 1889 92.0
150 8 1947 96.0
500 9 1961 97.0
100 10 2075 104.0
500 11 2164 110.0
500 12 2196 111.0
50 13 2207 111.0
100 14 2250 114.0
100 15 2260 115.0
75 16 2267 116.0
150 17 2297 118.0
500 18 2330 119.0
500 19 2331 119.0
100 20 2332 119.0
100 21 2340 120.0
500 22 2348 121.0
500 23 2365 122.0
75 24 2393 124.0
500 25 2408 125.0
100 26 2446 129.0
100 27 2457 130.0
100 28 2467 131.0
100 29 2469 131.0
500 30 2476 132.0
100 31 2486 133.0
75 32 2498 134.0
100 33 2508 135.0
75 34 2530 136.0
150 35 2534 136.0
150 36 2536 136.0
75 37 2569 139.0
75 38 2570 139.0
75 39 2573 139.0
100 40 2582 140.0
100 41 2586 140.0
500 42 2600 141.0
500 43 2605 141.0
75 44 2620 142.0
100 45 2633 143.0
75 46 2634 143.0
100 47 2638 143.0
50 48 2663 145.0
500 49 2674 145.0
100 50 2677 146.0
50 51 2688 147.0
100 52 2691 147.0
150 53 2694 147.0
100 54 2712 148.0
50 55 2724 149.0
100 56 2728 149.0
100 57 2739 150.0
100 58 2746 150.0
75 59 2764 152.0
75 60 2786 154.0
500 61 2795 155.0
500 62 2815 158.0
50 63 2826 160.0
150 64 2829 160.0
500 65 2844 163.0
50 66 2856 164.0
100 67 2862 165.0
100 68 2863 165.0
100 69 2864 165.0
75 70 2882 167.0
75 71 2890 168.0
50 72 2900 169.0
50 73 2920 172.0
100 74 2921 172.0
100 75 2927 173.0
50 76 2929 173.0
100 77 2950 175.0
100 78 2956 176.0
75 79 2963 177.0
100 80 2971 178.0
75 81 2974 179.0
100 82 2980 179.0
50 83 2983 180.0
150 84 2985 180.0
100 85 3024 183.0
50 86 3041 184.0
50 87 3073 187.0
100 88 3085 188.0
100 89 3104 190.0
500 90 3115 191.0
500 91 3117 191.0
150 92 3132 191.0
75 93 3137 192.0
150 94 3140 192.0
150 95 3177 194.0
50 96 3205 195.0
100 97 3211 196.0
150 98 3212 196.0
100 99 3268 200.0
75 100 3370 208.0
50 101 3380 211.0
75 102 3387 212.0
50 103 3390 212.0
150 104 3425 218.0
150 105 3440 222.0
50 106 3445 223.0
150 107 3449 223.0
500 108 3451 223.0
50 109 3462 225.0
100 110 3465 227.0
150 111 3467 227.0
50 112 3478 230.0
100 113 3479 230.0
150 114 3483 232.0
100 115 3487 232.0
500 116 3490 233.0
500 117 3491 233.0
100 118 3499 235.0
75 119 3502 237.0
75 120 3516 243.0
150 121 3518 244.0
150 122 3519 244.0
100 123 3524 245.0
100 124 3527 246.0
100 125 3533 247.0
150 126 3535 249.0
50 127 3536 249.0
100 128 3540 250.0
500 129 3553 254.0
50 130 3563 257.0
500 131 3564 257.0
100 132 3571 258.0
500 133 3573 259.0
50 134 3575 259.0
75 135 3582 260.0
100 136 3588 262.0
75 137 3603 268.0
150 138 3605 269.0
75 139 3606 269.0
75 140 3608 270.0
100 141 3628 283.0
150 142 3632 284.0
75 143 3654 300.0
75 144 3658 302.0
500 145 3663 315.0
75 146 3665 317.0
150 147 3675 331.0
50 148 3680 337.0
50 149 3690 345.0
100 150 3696 356.0
100 151 3702 362.0
500 152 3706 367.0
75 153 3711 395.0
