#data counter step time
50 1 452 10.0
100 2 454 10.0
75 3 458 10.0
100 4 489 11.0
150 5 511 12.0
50 6 523 12.0
75 7 529 12.0
100 8 545 12.0
50 9 567 13.0
150 10 569 13.0
500 11 573 13.0
100 12 575 13.0
75 13 577 13.0
500 14 607 14.0
75 15 611 14.0
500 16 613 14.0
150 17 618 14.0
75 18 631 14.0
50 19 651 15.0
100 20 661 15.0
50 21 669 15.0
75 22 675 15.0
500 23 711 16.0
50 24 716 16.0
100 25 718 16.0
100 26 729 16.0
150 27 749 17.0
100 28 769 17.0
150 29 772 17.0
150 30 792 18.0
100 31 804 18.0
500 32 870 19.0
100 33 871 19.0
75 34 885 20.0
75 35 886 20.0
100 36 900 20.0
500 37 909 20.0
150 38 971 22.0
