#data counter step time
100 1 1516 76.0
75 2 1758 96.0
500 3 1784 99.0
100 4 1875 107.0
100 5 1888 108.0
100 6 1906 109.0
50 7 1913 109.0
100 8 1950 111.0
150 9 1954 111.0
75 10 1993 113.0
100 11 2055 117.0
75 12 2057 117.0
75 13 2072 118.0
100 14 2115 121.0
100 15 2140 122.0
500 16 2149 123.0
100 17 2172 125.0
150 18 2213 128.0
500 19 2220 128.0
150 20 2235 130.0
100 21 2260 132.0
100 22 2269 133.0
50 23 2279 134.0
100 24 2280 134.0
150 25 2288 135.0
100 26 2297 136.0
50 27 2302 137.0
150 28 2308 138.0
500 29 2310 138.0
500 30 2319 139.0
150 31 2323 139.0
75 32 2335 140.0
50 33 2354 142.0
500 34 2360 142.0
50 35 2369 144.0
150 36 2371 144.0
500 37 2386 145.0
150 38 2424 148.0
50 39 2434 149.0
150 40 2436 149.0
150 41 2457 151.0
150 42 2460 151.0
100 43 2509 155.0
150 44 2520 156.0
100 45 2528 158.0
150 46 2529 158.0
75 47 2532 158.0
100 48 2540 159.0
100 49 2541 159.0
150 50 2551 160.0
100 51 2563 161.0
100 52 2580 162.0
75 53 2593 163.0
50 54 2602 164.0
100 55 2605 164.0
100 56 2612 164.0
150 57 2636 166.0
150 58 2654 168.0
500 59 2680 170.0
500 60 2688 172.0
150 61 2706 176.0
150 62 2710 176.0
100 63 2713 176.0
500 64 2733 177.0
75 65 2737 178.0
150 66 2753 179.0
100 67 2767 181.0
75 68 2768 181.0
50 69 2805 184.0
150 70 2842 188.0
75 71 2843 188.0
500 72 2881 190.0
100 73 2899 192.0
150 74 2901 192.0
50 75 2919 193.0
500 76 2940 195.0
100 77 2944 195.0
100 78 2978 197.0
50 79 2987 198.0
150 80 3003 199.0
100 81 3042 201.0
100 82 3049 201.0
75 83 3074 206.0
75 84 3089 208.0
100 85 3101 210.0
100 86 3158 220.0
50 87 3166 222.0
100 88 3168 223.0
500 89 3169 223.0
500 90 3176 224.0
75 91 3183 225.0
100 92 3190 227.0
100 93 3219 232.0
75 94 3222 232.0
50 95 3237 237.0
150 96 3243 239.0
75 97 3248 239.0
100 98 3252 240.0
50 99 3264 243.0
150 100 3273 244.0
100 101 3289 246.0
100 102 3294 247.0
500 103 3296 247.0
500 104 3310 250.0
150 105 3314 253.0
150 106 3320 255.0
150 107 3337 258.0
100 108 3347 263.0
50 109 3352 267.0
50 110 3358 268.0
75 111 3375 273.0
100 112 3383 275.0
500 113 3384 275.0
75 114 3391 277.0
75 115 3395 278.0
150 116 3404 282.0
150 117 3411 285.0
75 118 3414 286.0
500 119 3417 287.0
100 120 3420 288.0
75 121 3430 293.0
500 122 3440 304.0
50 123 3442 305.0
75 124 3467 323.0
50 125 3477 332.0
100 126 3490 335.0
100 127 3495 337.0
150 128 3508 350.0
50 129 3518 383.0
100 130 3521 392.0
100 131 3527 409.0
75 132 3560 583.0
