#data counter step time
75 1 3466 194.0
500 2 3653 217.0
50 3 3901 306.0
100 4 3902 306.0
100 5 3903 306.0
75 6 3904 306.0
150 7 3905 306.0
500 8 3906 306.0
75 9 3907 306.0
100 10 3908 306.0
150 11 3909 306.0
150 12 3910 306.0
75 13 3911 306.0
100 14 3912 306.0
500 15 3913 306.0
150 16 3914 306.0
100 17 3915 306.0
