#data counter step time
50 1 484 10.0
150 2 486 10.0
100 3 487 10.0
500 4 493 10.0
75 5 497 10.0
500 6 502 10.0
150 7 514 10.0
100 8 547 11.0
50 9 573 12.0
150 10 597 12.0
150 11 627 13.0
150 12 633 13.0
50 13 637 13.0
500 14 646 13.0
50 15 654 13.0
500 16 666 14.0
50 17 683 14.0
500 18 685 14.0
100 19 710 14.0
75 20 725 15.0
50 21 737 15.0
100 22 738 15.0
75 23 747 15.0
150 24 748 15.0
150 25 753 15.0
500 26 761 15.0
100 27 762 15.0
500 28 763 15.0
75 29 764 15.0
150 30 769 16.0
100 31 855 17.0
100 32 907 18.0
50 33 939 19.0
100 34 1023 21.0
