#data counter
50 1
50 2
50 3
75 4
100 5
50 6
150 7
50 8
50 9
50 10
50 11
75 12
50 13
50 14
50 15
50 16
50 17
75 18
100 19
50 20
50 21
50 22
100 23
50 24
50 25
50 26
50 27
75 28
50 29
50 30
50 31
75 32
50 33
75 34
75 35
75 36
50 37
100 38
50 39
50 40
50 41
50 42
50 43
100 44
500 45
75 46
75 47
50 48
75 49
150 50
100 51
75 52
50 53
50 54
50 55
75 56
100 57
50 58
50 59
50 60
75 61
50 62
100 63
50 64
75 65
50 66
50 67
100 68
100 69
50 70
75 71
50 72
50 73
50 74
50 75
50 76
75 77
50 78
50 79
50 80
75 81
50 82
50 83
100 84
75 85
100 86
100 87
100 88
50 89
75 90
50 91
50 92
100 93
50 94
50 95
50 96
75 97
75 98
50 99
50 100
