#data counter step time
50 1 435 10.0
100 2 440 10.0
150 3 442 10.0
500 4 458 10.0
150 5 459 10.0
100 6 483 11.0
75 7 484 11.0
500 8 488 11.0
75 9 489 11.0
500 10 490 11.0
50 11 502 11.0
150 12 506 11.0
100 13 520 12.0
75 14 535 12.0
75 15 537 12.0
75 16 546 12.0
50 17 548 12.0
150 18 551 12.0
100 19 584 13.0
150 20 586 13.0
100 21 629 14.0
100 22 630 14.0
100 23 631 14.0
75 24 632 14.0
500 25 634 14.0
100 26 646 14.0
75 27 658 15.0
150 28 674 15.0
150 29 675 15.0
500 30 676 15.0
75 31 684 15.0
500 32 691 16.0
50 33 696 16.0
75 34 713 16.0
100 35 726 16.0
100 36 751 17.0
100 37 756 17.0
50 38 764 17.0
100 39 800 18.0
150 40 806 18.0
75 41 819 18.0
75 42 833 19.0
100 43 866 19.0
150 44 910 21.0
100 45 937 21.0
100 46 1006 23.0
