#data counter step time
150 1 1450 70.0
100 2 1591 82.0
100 3 1726 94.0
50 4 1785 97.0
500 5 1815 99.0
100 6 1871 102.0
100 7 1875 102.0
100 8 1879 103.0
50 9 1940 109.0
500 10 1949 110.0
100 11 1968 111.0
50 12 2029 116.0
100 13 2044 117.0
100 14 2112 121.0
50 15 2113 121.0
50 16 2186 125.0
75 17 2198 126.0
150 18 2223 127.0
100 19 2265 130.0
75 20 2278 131.0
100 21 2292 132.0
500 22 2295 132.0
100 23 2296 132.0
150 24 2308 133.0
75 25 2313 133.0
100 26 2341 135.0
100 27 2343 135.0
500 28 2352 136.0
500 29 2397 139.0
150 30 2401 139.0
100 31 2417 140.0
50 32 2426 141.0
100 33 2429 141.0
75 34 2441 142.0
100 35 2482 144.0
100 36 2483 144.0
50 37 2496 145.0
50 38 2529 147.0
150 39 2535 148.0
500 40 2544 149.0
500 41 2559 152.0
100 42 2563 153.0
50 43 2564 153.0
75 44 2565 153.0
50 45 2574 154.0
500 46 2593 156.0
50 47 2598 156.0
100 48 2599 156.0
75 49 2600 156.0
75 50 2614 158.0
100 51 2626 159.0
50 52 2633 160.0
100 53 2640 161.0
150 54 2641 161.0
75 55 2642 161.0
100 56 2645 161.0
75 57 2651 162.0
50 58 2670 163.0
50 59 2684 164.0
100 60 2707 166.0
100 61 2717 168.0
100 62 2738 170.0
50 63 2749 171.0
100 64 2773 173.0
100 65 2787 174.0
100 66 2846 180.0
50 67 2848 180.0
500 68 2866 182.0
100 69 2879 182.0
75 70 2891 184.0
150 71 2894 184.0
75 72 2904 185.0
100 73 2915 185.0
75 74 2923 186.0
50 75 2957 189.0
500 76 2982 191.0
100 77 2990 191.0
75 78 3001 192.0
75 79 3004 192.0
75 80 3019 193.0
50 81 3040 195.0
100 82 3041 195.0
50 83 3076 197.0
100 84 3095 198.0
75 85 3117 200.0
50 86 3139 201.0
500 87 3155 202.0
100 88 3178 203.0
150 89 3187 204.0
500 90 3190 204.0
50 91 3196 205.0
100 92 3210 206.0
50 93 3223 209.0
50 94 3230 211.0
100 95 3231 211.0
500 96 3241 213.0
100 97 3244 214.0
500 98 3246 214.0
75 99 3264 217.0
50 100 3291 223.0
75 101 3295 225.0
150 102 3298 225.0
100 103 3302 227.0
75 104 3314 229.0
50 105 3316 230.0
500 106 3320 231.0
500 107 3338 236.0
50 108 3350 238.0
50 109 3353 238.0
50 110 3355 239.0
150 111 3365 241.0
50 112 3369 242.0
100 113 3381 245.0
150 114 3384 246.0
150 115 3388 247.0
50 116 3398 251.0
500 117 3399 251.0
100 118 3424 261.0
100 119 3434 265.0
75 120 3450 273.0
100 121 3454 275.0
75 122 3458 281.0
150 123 3462 282.0
75 124 3475 288.0
500 125 3482 291.0
75 126 3494 296.0
50 127 3503 302.0
150 128 3508 302.0
500 129 3511 303.0
100 130 3518 308.0
150 131 3523 313.0
100 132 3526 313.0
100 133 3530 317.0
500 134 3547 328.0
100 135 3550 332.0
50 136 3552 333.0
500 137 3556 336.0
100 138 3563 340.0
100 139 3566 343.0
500 140 3575 359.0
75 141 3576 359.0
150 142 3587 373.0
100 143 3589 396.0
100 144 3592 401.0
50 145 3605 507.0
