#data counter step time
50 1 420 10.0
75 2 424 10.0
75 3 437 10.0
150 4 442 10.0
50 5 451 10.0
150 6 484 11.0
150 7 490 11.0
50 8 501 11.0
100 9 502 11.0
50 10 504 11.0
75 11 514 12.0
100 12 517 12.0
100 13 540 12.0
150 14 545 12.0
500 15 546 12.0
150 16 556 13.0
50 17 573 13.0
100 18 580 13.0
500 19 582 13.0
100 20 583 13.0
50 21 603 14.0
75 22 609 14.0
100 23 614 14.0
500 24 618 14.0
100 25 619 14.0
150 26 622 14.0
150 27 626 14.0
75 28 653 15.0
500 29 666 15.0
100 30 667 15.0
100 31 675 15.0
50 32 678 15.0
500 33 682 15.0
50 34 697 16.0
75 35 715 16.0
150 36 716 16.0
100 37 718 16.0
100 38 725 16.0
100 39 768 17.0
500 40 774 17.0
500 41 784 18.0
100 42 802 18.0
500 43 807 18.0
50 44 886 20.0
500 45 896 20.0
75 46 908 20.0
50 47 911 20.0
500 48 946 21.0
500 49 994 22.0
