#data counter step time
100 1 422 10.0
500 2 440 10.0
75 3 442 10.0
100 4 445 10.0
150 5 448 10.0
100 6 449 10.0
100 7 459 10.0
100 8 496 11.0
50 9 497 11.0
100 10 506 11.0
150 11 519 12.0
50 12 535 12.0
75 13 537 12.0
100 14 555 12.0
100 15 587 13.0
500 16 599 13.0
150 17 603 13.0
100 18 604 13.0
75 19 605 13.0
100 20 607 13.0
500 21 635 14.0
100 22 636 14.0
500 23 640 14.0
100 24 642 14.0
150 25 644 14.0
100 26 657 15.0
100 27 722 16.0
500 28 726 16.0
75 29 728 16.0
100 30 769 17.0
500 31 771 17.0
100 32 775 17.0
100 33 777 17.0
150 34 787 18.0
100 35 807 18.0
100 36 812 18.0
500 37 813 18.0
75 38 859 19.0
150 39 889 20.0
500 40 937 21.0
