#data counter
4777754.010695 1
4877707.182320 2
3861319.060773 3
4046300.000000 4
4770467.914439 5
3928807.123656 6
5176186.155914 7
4378250.718391 8
4025657.894737 9
4799834.971910 10
4827758.736559 11
4774205.801105 12
3863719.429348 13
4821635.135135 14
5181790.081522 15
4004457.614943 16
2698750.000000 17
5136040.502793 18
4301256.983240 19
3950655.737705 20
4596587.837838 21
4148574.862637 22
3965056.179775 23
3954731.638418 24
4586276.737968 25
4165986.111111 26
4076944.444444 27
4836845.238095 28
4848095.238095 29
4322664.835165 30
